360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700,705,710,715,720,725,730,735,740,745,750,755,760,765,770,775,780,785,790,795,800,805,810,815,820,825,830
0.61947,0.61947,0.61947,0.61947,0.61947,0.62357,0.62766,0.63172,0.6359,0.64015,0.6454,0.64888,0.6507,0.65147,0.6508,0.64823,0.644,0.63825,0.6301,0.61895,0.6063,0.59361,0.5802,0.56548,0.5515,0.54016,0.53,0.51942,0.5095,0.50163,0.4958,0.49171,0.4894,0.48884,0.4894,0.49068,0.4938,0.50011,0.5103,0.52488,0.5442,0.56832,0.5963,0.62679,0.6578,0.68743,0.7149,0.73974,0.7617,0.78072,0.7972,0.81156,0.8239,0.83427,0.8428,0.84971,0.8556,0.86098,0.8657,0.86955,0.8728,0.87578,0.8785,0.88094,0.8833,0.88579,0.8884,0.89091,0.8926,0.8942,0.89573,0.89723,0.89872,0.90019,0.90164,0.90307,0.90449,0.90588,0.90726,0.90861,0.90995,0.91128,0.91258,0.91387,0.91514,0.91514,0.91514,0.91514,0.91514,0.91514,0.91514,0.91514,0.91514,0.91514,0.91514
0.25173,0.25173,0.25173,0.25173,0.25173,0.25413,0.25655,0.25898,0.2615,0.26409,0.267,0.26834,0.2684,0.26779,0.2663,0.26349,0.259,0.25241,0.2431,0.23086,0.2175,0.20471,0.1918,0.17813,0.1656,0.15602,0.1481,0.14026,0.1327,0.12604,0.1209,0.11769,0.1161,0.11569,0.1161,0.1171,0.1187,0.12114,0.1252,0.13198,0.1433,0.16092,0.1855,0.21707,0.2542,0.29505,0.3376,0.37991,0.4205,0.45828,0.4932,0.52533,0.554,0.57872,0.6003,0.61963,0.6367,0.65151,0.6651,0.6785,0.6916,0.70422,0.7171,0.7305,0.742,0.74976,0.7571,0.76684,0.7746,0.78201,0.78903,0.79587,0.80256,0.80907,0.81542,0.82161,0.82763,0.83349,0.83919,0.84473,0.85011,0.85534,0.86042,0.86534,0.87012,0.87012,0.87012,0.87012,0.87012,0.87012,0.87012,0.87012,0.87012,0.87012,0.87012
0.00001,0.00001,0.00001,0.00001,0.00001,0.00663,0.01694,0.01773,0.01167,0.00511,0.00379,0.00874,0.01888,0.02972,0.04199,0.04896,0.05457,0.05674,0.0541,0.05487,0.05908,0.06075,0.06259,0.06304,0.06069,0.05967,0.05944,0.05601,0.05392,0.05202,0.04895,0.04762,0.04647,0.04398,0.04102,0.04046,0.04187,0.04197,0.04123,0.04185,0.04305,0.04484,0.04429,0.04632,0.04914,0.05151,0.05305,0.05463,0.05863,0.06604,0.07427,0.08516,0.0979,0.10928,0.12064,0.12749,0.13322,0.14094,0.15003,0.15656,0.16207,0.17095,0.18004,0.18664,0.18611,0.1865,0.19529,0.2021,0.20393,0.21328,0.21966,0.22617,0.23281,0.23959,0.24651,0.25356,0.26073,0.26804,0.27548,0.28305,0.29074,0.29855,0.30648,0.31452,0.32268,0.32268,0.32268,0.32268,0.32268,0.32268,0.32268,0.32268,0.32268,0.32268,0.32268
0.47376,0.47376,0.47376,0.47376,0.47376,0.47793,0.46406,0.44102,0.42157,0.40559,0.3895,0.37567,0.36501,0.35611,0.34936,0.342,0.33382,0.32411,0.31282,0.29816,0.27982,0.26042,0.24078,0.22206,0.20462,0.18884,0.17488,0.16337,0.1556,0.1519,0.15143,0.15412,0.16036,0.17075,0.18586,0.20558,0.22892,0.25477,0.28272,0.31202,0.342,0.37116,0.39782,0.42123,0.44136,0.45795,0.47105,0.48107,0.48842,0.49386,0.49824,0.50229,0.50567,0.50819,0.51009,0.51142,0.51262,0.51402,0.51522,0.51566,0.51527,0.5141,0.51322,0.51343,0.51337,0.51311,0.51261,0.51208,0.51191,0.51291,0.51485,0.51667,0.51849,0.52041,0.52228,0.52415,0.52602,0.52789,0.52976,0.53163,0.5335,0.53537,0.53723,0.5391,0.54096,0.54096,0.54096,0.54096,0.54096,0.54096,0.54096,0.54096,0.54096,0.54096,0.54096
0.13351,0.13351,0.13351,0.13351,0.13351,0.1354,0.13565,0.1354,0.13579,0.13757,0.14001,0.14195,0.14194,0.13887,0.13327,0.12595,0.11738,0.10794,0.09819,0.08868,0.07978,0.07182,0.06508,0.05976,0.05586,0.05323,0.0514,0.04991,0.04869,0.04783,0.04761,0.04831,0.05011,0.05302,0.05654,0.06008,0.06335,0.06628,0.06946,0.07376,0.08059,0.09115,0.10539,0.12247,0.13976,0.15471,0.16698,0.17763,0.19118,0.21263,0.24557,0.29221,0.35063,0.41726,0.48613,0.5514,0.61007,0.66051,0.7037,0.74105,0.77303,0.79995,0.82248,0.84133,0.85712,0.8705,0.88222,0.89292,0.90256,0.91091,0.91776,0.92304,0.92737,0.93156,0.93639,0.93985,0.94353,0.947,0.95027,0.95335,0.95625,0.95897,0.96153,0.96394,0.9662,0.9662,0.9662,0.9662,0.9662,0.9662,0.9662,0.9662,0.9662,0.9662,0.9662
0.04525,0.04525,0.04525,0.04525,0.04525,0.05337,0.06285,0.07388,0.08249,0.10382,0.11965,0.13053,0.13699,0.13975,0.14015,0.13946,0.13788,0.13541,0.13217,0.12835,0.12428,0.12021,0.116,0.11157,0.10743,0.10413,0.10171,0.09999,0.09856,0.09712,0.096,0.09563,0.09619,0.09777,0.10033,0.10388,0.10861,0.11472,0.12221,0.13104,0.14123,0.15275,0.16518,0.17796,0.19031,0.20157,0.2116,0.2203,0.22708,0.23139,0.23328,0.23318,0.2323,0.23215,0.23457,0.24132,0.25369,0.27287,0.3003,0.33695,0.38151,0.43149,0.48165,0.5272,0.56789,0.6043,0.63589,0.66181,0.68123,0.70786,0.73017,0.75138,0.77145,0.79034,0.80806,0.82462,0.84003,0.85433,0.86754,0.87973,0.89094,0.90122,0.91063,0.91923,0.92706,0.92706,0.92706,0.92706,0.92706,0.92706,0.92706,0.92706,0.92706,0.92706,0.92706
0.06001,0.06001,0.06001,0.06001,0.06001,0.05958,0.05916,0.05873,0.0583,0.05786,0.0573,0.05692,0.0568,0.05694,0.0572,0.05744,0.0576,0.05763,0.0573,0.05646,0.0553,0.05406,0.0529,0.05192,0.0511,0.05039,0.0498,0.04936,0.049,0.04866,0.0484,0.04828,0.0482,0.04807,0.0479,0.04775,0.0477,0.0478,0.048,0.04829,0.0488,0.04973,0.0513,0.0539,0.0585,0.06636,0.0792,0.09894,0.1277,0.16683,0.2143,0.26677,0.319,0.3658,0.404,0.43172,0.4503,0.46188,0.4686,0.4723,0.4736,0.47296,0.4715,0.4703,0.4695,0.46891,0.4679,0.46607,0.4645,0.46297,0.46148,0.45999,0.4585,0.45702,0.45553,0.45404,0.45256,0.45108,0.44959,0.44811,0.44663,0.44515,0.44367,0.4422,0.44072,0.44072,0.44072,0.44072,0.44072,0.44072,0.44072,0.44072,0.44072,0.44072,0.44072
0.05818,0.05818,0.05818,0.05818,0.05818,0.05961,0.05984,0.05941,0.05886,0.05858,0.05836,0.05797,0.05769,0.05777,0.05795,0.0579,0.05764,0.05729,0.05707,0.05715,0.05725,0.05711,0.05685,0.05663,0.05647,0.05633,0.05609,0.05569,0.05529,0.05505,0.05496,0.05495,0.05491,0.05477,0.05459,0.05446,0.05441,0.05442,0.05444,0.05444,0.05458,0.05501,0.05571,0.05682,0.05915,0.06379,0.07216,0.08577,0.10608,0.13417,0.16962,0.2113,0.25684,0.30366,0.34959,0.39266,0.43125,0.46417,0.4916,0.51406,0.5322,0.54676,0.5587,0.56897,0.57812,0.58662,0.59483,0.60303,0.61109,0.61878,0.62574,0.63173,0.63709,0.64228,0.64779,0.65285,0.65804,0.66319,0.6683,0.67337,0.6784,0.68339,0.68834,0.69325,0.69811,0.69811,0.69811,0.69811,0.69811,0.69811,0.69811,0.69811,0.69811,0.69811,0.69811
0.04157,0.04157,0.04157,0.04157,0.04157,0.04172,0.04187,0.04202,0.04225,0.04229,0.04246,0.04275,0.04318,0.04374,0.04441,0.04516,0.04596,0.04681,0.04771,0.04862,0.04936,0.04981,0.05008,0.05044,0.05142,0.0534,0.05585,0.05805,0.05925,0.05899,0.05771,0.05602,0.0542,0.0524,0.0506,0.04872,0.04668,0.04446,0.04225,0.04038,0.03936,0.0396,0.04081,0.04258,0.04483,0.0475,0.05039,0.05323,0.05554,0.05696,0.05771,0.05813,0.05843,0.0587,0.05894,0.05917,0.05966,0.06065,0.06193,0.0632,0.0642,0.06474,0.06492,0.06489,0.06471,0.06441,0.06399,0.06344,0.06276,0.06228,0.06173,0.06118,0.06064,0.0601,0.05957,0.05904,0.05852,0.058,0.05748,0.05697,0.05646,0.05596,0.05546,0.05496,0.05447,0.05447,0.05447,0.05447,0.05447,0.05447,0.05447,0.05447,0.05447,0.05447,0.05447
